"ï»¿""Data Source""",World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,11/12/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.077330077,4.434976276,2.744552619,1.723671149,1.446061036,1.880192392,0.935622318,0.569776342,1.471334348,1.983856851,1.420806713,1.034223392,1.665736088,1.546910755,1.577429241,2.29834058,2.628383067,0.312737723,1.103808561,2.075172931,2.008491182,1.504722267,0.906797035,
Djibouti,DJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,12.05802357,5.717367854,-2.410714286,0.901842896,1.884715026,2.128902988,18.14763345,4.089116446,,,,,,,,,,,,,,1.74665225,0.637619554,1.981967346,3.122262047,3.104966401,3.483406997,4.965976546,11.95862069,1.675495873,3.950078759,5.068713948,3.731209508,2.420593208,2.887276145,
Dominica,DMA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,0.952456544,5.369919019,4.215788689,12.39349896,3.637406039,3.687995575,12.09911672,34.37607425,19.90278844,10.90249627,9.503655252,7.712579058,,,13.26668749,4.394594098,4.147952444,2.21799425,3.739979981,2.774233677,4.024580433,2.924591631,6.218521498,3.190923232,5.557061534,5.471825593,1.569026042,0.015136735,1.317537458,1.677164505,2.436297155,0.999147458,1.179477874,0.856946805,1.303894035,0.17005533,1.453368004,2.394109821,1.681900799,2.592820909,3.237836144,6.334754545,0.029933034,3.20744344,2.387630979,1.356771478,-0.046411647,0.799139764,
Denmark,DNK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,3.451628586,7.377819548,6.105032823,3.092783505,5.449999999,7.064959697,8.207853558,7.953615279,3.487931252,6.514836976,5.869876756,6.562347718,9.303389055,15.27519524,9.605613356,9,11.13914373,10.0089427,9.611055528,12.30532261,11.79159049,10.08994276,6.907308378,6.322078644,4.652378463,3.721278721,3.985071033,4.550191039,4.784053156,2.652716128,2.367960465,2.101981293,1.250985028,1.994357428,2.098435712,2.111360239,2.1957914,1.853178156,2.478685066,2.924779141,2.35,2.426314932,2.090620032,1.16016507,1.808805419,1.890073335,1.714031313,3.399474759,1.326372231,2.297730121,2.756602233,2.411075048,0.78261432,0.564754204,
Dominican Republic,DOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,-3.900000001,9.157127992,8.579599619,2.107111501,-1.891659501,0.262927257,1.238344989,0.035976399,0.956628066,3.816666666,3.580028897,8.640731556,15.07953492,13.14076737,14.50172574,7.765550239,12.85352751,3.477850342,9.173805134,16.75313569,7.514638907,7.646243066,5.628623294,20.15167811,45.33617555,7.638972666,13.55072378,43.86383235,40.65791612,50.46247924,47.07915741,4.259026389,5.250338807,8.260767986,12.53595946,5.39929385,8.296567548,4.831665586,6.470541868,7.724135662,8.883068488,5.223367698,27.44971274,51.46085983,4.190202605,7.572805239,6.143566552,10.6446211,1.442151318,6.329932201,8.46016881,3.694524905,4.830950967,2.998642261,
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,6.599999999,2.626641651,3.65630713,6.172839506,4.699612403,8.230316653,9.430735402,11.98928332,17.52392345,11.34860051,9.517824498,14.65484264,6.54250963,5.96716393,8.116397955,10.48228704,12.37160917,7.441260913,5.911544964,9.304361258,16.65253439,25.88638693,31.66966191,20.54032612,29.04765612,29.77962649,18.67907586,5.733522754,4.950161638,2.645511134,0.339163189,4.225988349,1.418301923,4.268953958,3.961800303,1.382446567,2.314524087,3.673827269,4.862990528,5.734333414,3.913043478,4.521764663,8.894585294,3.253684177,2.916406413,
East Asia & Pacific (developing only),EAP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.174881273,9.342126885,6.462561711,8.19137132,6.965681278,7.52573572,5.736905834,7.651489014,5.818181818,7.313482593,5.608028434,8.614831536,4.290728517,2.027140366,4.8090861,3.527955998,4.172747778,4.534213741,6.349255065,5.095166617,5.577063932,9.776585195,3.214695752,3.789836348,5.410829643,3.172085646,2.997694081,3.855238553,
East Asia & Pacific (all income levels),EAS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,7.031556894,6.234718826,4.846311548,3.71040724,3.5,4.626418642,7.620462848,6.303507409,7.542468729,6.483240681,5.594664511,4.745762712,5.047748977,4.558915607,5.37461972,3.490937151,5.270342003,1.96867366,1.558152476,3.653751839,2.660947121,2.529945934,3.032499567,2.85762448,3.654661224,4.239643427,7.680791804,1.445995521,3.114041415,5.225530608,2.973812061,2.770011962,2.629865488,
Europe & Central Asia (developing only),ECA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.9735705,88.10770257,39.00592185,20.3579536,10.51727187,20.93817381,15.94081244,8.354137772,5.810130513,4.982465262,6.921657874,7.913531737,7.147321299,8.411993572,11.39645023,3.436745279,6.281059348,7.630920424,3.135311944,3.384871875,2.531718006,
Europe & Central Asia (all income levels),ECS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.678058626,10.92278719,9.053681392,8.196219484,5.538972981,4.658303933,2.333138905,3.902835019,4.278546995,2.786159883,2.475397426,2.863059555,2.600957461,3.204787633,2.930062976,6.078903144,1.508080394,2.390258025,3.78987711,2.790835433,1.729935141,0.597251636,
Ecuador,ECU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,3.985620506,2.870885315,5.939509059,4.034204538,3.069070662,5.453726928,3.818138157,4.31765613,6.326681449,5.129987488,8.38402539,7.881893607,13.01176205,23.32135427,15.36298569,10.67139375,13.01405518,11.65007264,10.26625623,13.04898406,16.38747454,16.25796959,48.43387471,31.23023908,27.98321603,23.03022611,29.50399725,58.21628654,75.6481901,48.519113,48.80382775,54.34083601,45,27.44252874,22.88613303,24.37308869,30.64298008,36.09843316,52.24235091,96.09411369,37.67802094,12.48401857,7.929410005,2.742181329,2.407769783,3.034874293,2.276301235,8.400825434,5.157924,3.556123806,4.474553859,5.10065348,2.738631757,3.57312785,
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,0.693606755,-3.003076588,0.746645708,3.660982949,14.83900446,9.036440658,0.701897484,-1.675759425,3.409820282,3.762898596,3.140421714,2.102363346,5.112184039,10.02431775,9.669695482,10.31741589,12.73216279,11.07810038,9.904360512,20.81922493,10.31728422,14.82300885,16.07987388,17.03636638,12.10675606,23.86428982,19.69359331,17.66348615,21.26186709,16.75637471,19.74854482,13.63742417,12.08979229,8.154231286,15.7422305,7.187103697,4.625605788,3.872575464,3.079499126,2.683805353,2.269757205,2.73723855,4.507776363,11.27061933,4.869396969,7.644526445,9.318969058,18.31683168,11.76349544,11.26518827,10.0539169,7.11815562,9.42157654,10.14580055,
Euro area,EMU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,1.81714472,2.662070988,2.876323102,3.868570596,4.059801522,3.314999999,3.092783505,3.675612603,2.465158625,4.372824936,5.397513973,6.063004591,8.013519407,15.71734059,12.76820376,9.797338419,10.0403748,7.634615385,9.463708295,13.53911173,12.00773445,9.566666666,8.66927105,7.067658619,5.442764579,2.538526494,3.118040089,2.700817221,3.765480483,3.701983124,3.334348356,4.029762782,4.455626007,4.129921816,4.123148338,2.978924865,2.161612308,2.227707327,1.655629139,2.846721116,2.787816211,2.461074837,2.112538768,2.22568082,2.489582068,2.675833333,2.510666229,4.075721828,0.374079976,1.529639382,3.289449396,2.485675087,1.374906203,0.241057543,
Eritrea,ERI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,2.005919105,5.634758995,8.804627249,6.950187045,13.23637703,6.194114778,6.414574403,4.963314631,2.124451754,5.757616427,8.236040609,8.289365694,11.39021221,15.71734059,16.92566149,17.62931034,24.52668865,19.78420795,15.66901408,15.54989204,14.55703958,14.40795807,12.17744951,11.27432596,8.817526449,8.796503424,5.24625945,4.840479089,6.791468379,6.717940458,5.935326449,5.925723648,4.568636022,4.718467624,4.674753058,3.558506581,1.970708492,1.83353706,2.310672196,3.43261428,3.591100876,3.066777271,3.03988488,3.037486218,3.369714479,3.515804737,2.786703534,4.075721828,-0.287977653,1.799740168,3.196242972,2.445914628,1.408628285,-0.14703181,
Estonia,EST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.81194903,47.65469062,28.77661372,23.05034335,10.58187893,8.208333333,3.296110897,4.019980616,5.745330486,3.57128333,1.338289476,3.048071707,4.089689921,4.42991487,6.597638594,10.36560303,-0.084776494,2.975580329,4.977614784,3.934921578,2.788496796,-0.144815519,
Ethiopia,ETH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,-1.361867705,0.808678501,0.182612666,1.425688431,10.12195122,0.536224282,-6.081511972,8.913580247,8.592155974,6.550104384,28.53783982,16.65713959,14.30811446,16.03223594,4.482537806,6.135967187,5.890061077,-0.675378065,8.417273783,19.06468514,-9.808765071,-2.428672483,7.080715321,7.817301182,5.152481242,35.72259823,10.52744401,3.543065962,7.593876002,10.02217336,-8.484248689,2.395209581,0.894801694,7.941448641,0.662458109,-8.237844534,1.653729328,17.7622842,3.256272907,12.94487921,12.31,17.23800196,44.39128123,8.468335788,8.136941131,33.22421525,22.77046088,8.078472326,7.39181448,
European Union,EUU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,2.005919105,3.947368421,2.876323102,3.399999999,4.444444444,3.936160255,3.18331504,3.675612603,2.691993353,4.533333333,5.451050565,6.035197636,7.808882341,13.64931545,10.74628039,9.625492773,10.0403748,7.799350054,8.976412347,13.51756058,12.00773445,9.566666666,8.66927105,7.673803223,5.831099196,3.721278721,3.985071033,4.550191039,5.729657313,6.29958393,5.935326449,5.077330077,4.608314712,4.708528467,4.27489692,3.339602074,2.65393466,2.40606469,2.168078339,3.156727168,3.151729427,2.307402707,2.099846885,2.255948944,2.483518232,2.601969165,2.633694973,4.204766653,0.950366,1.66981678,3.309659785,2.718769044,1.387689946,0.2205662,
Fragile and conflict affected situations,FCS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.44804765,10.88016734,10.54095724,25.32629286,19.22632881,11.55261765,7.087005912,5.976508521,3.812372054,3.822600881,5.370802934,5.738898164,5.796829449,4.433141367,7.285506405,6.695264658,5.810061284,10.41040102,3.117143961,3.615545617,6.568936542,6.059803922,2.605818027,1.733141193,
Finland,FIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,1.805228521,4.459731942,4.865447939,10.35677549,4.817503925,3.936160255,5.628855766,9.191666666,2.205601771,2.732974911,6.483500509,7.13993174,10.98607985,16.67292527,17.81139363,14.34269479,12.65828834,7.799350054,7.466955245,11.59461987,12.00773445,9.566666666,8.366291451,7.067658619,5.866928876,2.9,4.081632653,5.096483038,6.633597394,6.10289523,4.115953409,2.601973477,2.101071975,1.085913127,0.985221675,0.616615282,1.195031056,1.399130883,1.159265049,3.367666887,2.56623896,1.562144598,0.877438551,0.187123375,0.861059229,1.566666667,2.510666229,4.065951657,0,1.210980362,3.416809034,2.808332326,1.475936667,1.043541398,
Fiji,FJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,4.124178563,9.138193689,21.97850406,11.08531821,14.49846951,13.06488098,11.43243643,7.00630445,6.108071005,7.80675825,14.49287441,11.18066676,7.031556894,6.704183998,5.291217611,4.420972396,1.798842484,5.663774759,11.75832688,6.189354034,8.19137132,6.49734556,4.883022716,5.206589252,0.816666667,2.165647214,3.050161812,3.368140064,5.711681604,1.96867366,1.0921646,4.272670245,0.762032086,4.172747778,2.827485194,2.365764538,2.490836388,4.803706413,7.732278579,3.214695752,3.680014831,7.286544479,3.408333333,2.909178822,0.540328896,
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,2.414561664,5.247249426,4.939689833,3.229337712,2.714740191,2.570720628,2.818319074,4.552129222,6.039325842,5.845474614,5.397513973,6.063004591,7.380597015,13.64931545,11.68592919,9.625492773,9.494555988,9.250558774,10.64673709,13.53911173,13.33333333,11.9784756,9.459548417,7.673803223,5.831099196,2.538526494,3.288898039,2.700817221,3.498301795,3.380057194,3.216934745,2.365765038,2.106010412,1.660872924,1.778115502,2.004778228,1.221995927,0.595238095,0.533377781,1.699411423,1.630257581,1.916907283,2.109073739,2.134874759,1.735587081,1.68372645,1.488073528,2.813915043,0.088084169,1.529639382,2.117486809,1.9556855,0.86360693,0.507700673,
Faeroe Islands,FRO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,7.158333332,3.328408119,2.438473696,3.644111381,1.977741547,2.335604059,2.975139247,3.812664908,3.863260897,3.487091643,6.207141168,12.07280419,28.45294264,20.17156446,13.85256909,10.7641691,7.952698538,12.34035926,8.706502149,16.68579688,10.67193676,5.857142857,7.354925776,6.285355123,-0.946185689,-8.776119403,6.740837696,7.725321888,-11.68611269,-9.542913303,0.533746556,36.1162457,9.646531041,0.689693377,3.973450075,1.448738543,-1.936603976,0.504920026,2.137620527,0.036682889,2.235353136,0.408205307,3.708333333,-1.409401366,5.030318837,5.264301456,1.885707546,1.461544027,1.269343222,2.661784381,0.480142671,4.655607891,
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.237595169,6.972683049,7.532649254,4.261548471,2.50650026,1.97849026,2.656452094,2.481100989,1.777945905,1.588923992,1.335406567,0.785269429,1.23589468,1.256192498,1.362921545,1.344595759,2.049668311,2.333527794,2.321035915,3.613498886,2.166231372,3.285714286,4.484239645,2.821709747,2.554546687,1.460191609,
Georgia,GEO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.7171522,39.3575,7.087617629,3.566807813,19.19267582,4.063962014,4.646044421,5.5878373,4.785252706,5.656354092,8.247064182,9.160958333,9.244918532,9.999499662,1.726045717,7.119215637,8.534950154,-0.93462964,-0.51510058,3.073904513,
Ghana,GHA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,26.44478485,13.23788546,-8.422485898,7.894736842,7.317073163,3.030303031,9.558823537,10.06711409,17.68292682,18.13471503,29.8245614,56.08108108,116.4502165,73.09166667,54.44128833,50.07013934,116.503604,22.29556641,122.8745146,39.66531379,10.30544067,24.56541608,39.81506788,31.35926763,25.22369203,37.25906649,18.03143901,10.05611674,24.95984247,24.87025544,59.4615537,46.56101968,27.88520864,14.62416667,12.40866891,25.19321937,32.9054089,14.81624006,26.67494973,12.62457406,15.11818572,10.91516997,10.73272807,16.52214331,19.25071443,10.70756812,8.726836831,9.160778311,11.60833333,15.49316807,
Guinea,GIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.37330259,34.6952706,22.84442192,18.38406459,4.68438869,15.46198107,21.35046642,15.22455748,11.88842377,9.713977334,
"Gambia, The",GMB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,1.787617876,4.616128253,-4.535653781,1.218036622,0.239081925,1.407218954,4.17875343,5.012040939,-1.98509388,3.05622578,8.698119901,6.918608446,9.23631036,25.925,17.02733108,12.38973083,8.855345912,6.128957707,6.824615652,5.944227006,10.85584546,10.63630368,22.09845941,18.31988487,56.56017201,23.52916696,11.69058689,8.275016088,12.16778411,8.64234326,9.486542506,6.463804228,1.710206323,6.980974418,1.099488708,2.7812279,1.114188412,3.812372054,0.844969567,4.492596092,8.609124744,17.03286654,14.20674328,4.838621775,2.056503425,5.369134737,4.44365491,4.561581547,5.048936576,4.796484979,4.254534775,5.699730297,5.947374922,
Guinea-Bissau,GNB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.28178263,80.78814064,33.00197783,57.59528475,69.5836364,48.10816607,15.17634743,45.36530836,50.73405496,49.10092358,8.01375519,-2.086305132,8.636320949,3.348122655,3.300121753,-3.502585511,0.883302697,3.329199228,1.954737176,4.617437722,10.46007314,-1.651397336,2.517851402,5.046102263,2.130545803,1.207125557,-1.509244606,
Equatorial Guinea,GNQ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.64042409,-13.17447275,2.523659306,6.166153846,0.857871551,-3.425287356,-4.278743156,5.452284737,31.84101684,19.87243495,4.540727715,3.016505407,7.935710698,0.37226617,4.802288869,8.825389259,7.592478498,7.323543994,4.219687871,5.631633514,4.415899842,2.803738318,6.551766912,4.691065677,7.78916548,6.946531761,6.146775489,6.353239663,,
Greece,GRC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,1.81714472,-0.328131253,2.962903485,0.881229042,2.991651206,5.006379945,1.729807005,0.330241709,2.465158625,3.191852915,3.07518006,4.291689398,15.51002616,26.86995245,13.36666667,13.3122611,12.16996432,12.53253137,19.04615068,24.87480573,24.45896425,20.91898428,20.24166667,18.44895696,19.3025569,23.02108877,16.38494658,13.52675207,13.7,20.40457344,19.47285123,15.86589902,14.41449365,10.92278719,8.937057107,8.196219484,5.538972981,4.766225587,2.636782729,3.166082521,3.37396641,3.629362936,3.530650791,2.89884797,3.54507305,3.19594597,2.89500102,4.15279636,1.210073956,4.712981576,3.329870174,1.501519795,-0.921271918,-1.312242411,
Grenada,GRD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,18.45688351,18.13537676,20.88288288,21.82143389,18.78747094,7.812741412,6.095347282,5.659612787,2.501384924,0.557079904,-0.872333388,4,5.592948718,2.724237365,2.644603679,3.778337531,2.808599168,3.770657673,1.868824753,2.032351721,1.24452783,1.377693304,0.577427639,2.181818182,3.140993052,-0.428006934,2.230087619,2.225019974,3.525018553,4.256049294,3.860670607,8.032255793,-0.309006161,3.436509059,3.033472803,2.41077704,-0.044228555,-0.946757299,
Greenland,GRL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,-0.553335383,2.052550232,0.151450899,-0.193563997,-0.8,0.684261974,0.485436893,1.926328502,2.097280645,2.344339349,-0.453591881,0.529703252,13.79603399,16.49489669,13.15924438,10.725,12.32457969,8.28797625,11.34338588,10.82384323,11.43306795,0.307385561,4.538678151,3.406750118,18.6867913,36.9311213,12.32321328,10.83270377,11.3871322,41.22186714,33.16642192,10.045918,11.81969017,10.85532115,8.411413123,11.05691653,9.232902949,6.613460705,5.213610586,5.977577347,7.285873666,8.132630543,5.603476754,7.578622473,9.108649857,6.560852828,6.821617536,11.35576113,1.859102547,3.859509098,6.215341763,3.78250024,4.343371313,3.418361697,
Guam,GUM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.21052632,7.094711973,3.555670906,4.586466165,7.538219399,6.14854333,2.627413142,5.341015214,5.980978141,4.668466224,6.925543039,6.578572668,12.30442642,8.1004624,2.913358428,2.086666667,4.977735637,2.391935213,1.832450594,,
High income,HIC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,11.65067317,8.885713085,6.403413288,5.66486358,4.349298188,2.644263247,3.477388283,4.21253962,5.082488808,5.071714172,4.639202172,3.560064308,3.854299923,2.880295922,3.517203863,2.77181195,2.266740669,1.916214117,1.655629139,2.648592284,2.572036932,2.0575836,2.05734,2.194873403,2.489582068,2.495874931,2.534347678,4.488501673,1.326372231,2.019811852,3.375056942,2.709376573,1.470384661,1.01010101,
"Hong Kong SAR, China",HKG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,10.99656357,9.907120743,8.732394366,3.626943005,3.5,5.555555556,8.009153318,10.16949153,10.19230769,11.34380454,9.561128527,8.726752504,8.815789474,9.068923821,6.319290466,5.839416058,2.857142857,-4.022988506,-3.69261477,-1.658031088,-3.055848261,-2.5,-0.445930881,0.895856663,2.108768036,1.956521739,4.264392324,0.613496933,2.337398374,5.263157895,4.056603774,4.351767906,4.430929626,
Honduras,HND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,1.562992374,1.092150171,3.081456019,4.472101471,3.18627451,1.784234657,2.091840987,1.86122449,1.258214457,2.880886427,2.223247942,3.612281758,5.193201627,12.84954775,8.376162506,4.883418958,8.434707719,5.748324646,12.13535589,18.06154304,9.405691261,8.982621706,8.252811658,4.726368159,3.362675236,4.352723832,2.487154022,4.491257636,9.850409258,23.32256644,33.97226025,8.759886253,10.74864672,21.72934688,29.46452923,23.83783531,20.19986676,13.66810775,11.66374098,11.04803493,9.665749115,7.698865295,7.674166394,8.113790971,8.809060748,5.577752077,6.936214709,11.4062209,5.492025278,4.700549929,6.762279573,5.196186155,5.161898986,6.129249303,
Heavily indebted poor countries (HIPC),HPC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,11.33651544,12.31245087,11.12664412,11.37332209,10.42384023,6.809055939,7.028271952,7.005700747,8.275016088,7.002169567,8.996938735,9.560411876,8.949110558,33.18851546,14.46254822,8.721246034,6.470766865,5.980665335,3.812372054,4.386817206,4.871466645,4.137232488,5.302976974,4.571729557,8.169546049,6.946000701,7.952209909,10.6597979,4.362348293,4.998504884,6.762279573,6.279665496,5.699730297,4.473006786,
Croatia,HRV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,50,133.3333333,185.7142857,1400,500,122.2222222,625,1500,107.3275862,3.95010395,4.3,4.170661553,6.396686608,4.019138756,4.611315547,3.770473783,1.684322034,1.750182311,2.047711682,3.320959165,3.214216353,2.860099727,6.091649136,2.396758341,1.035615054,2.25,3.422982885,2.206461781,-0.208172706,
Haiti,HTI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,3.779706383,-0.55490426,4.306821754,9.162145871,2.263942573,8.301835853,-2.935310981,1.316211878,1.413181242,1.368493407,9.579583282,3.189693969,22.73891948,14.95069734,16.77357032,7.038152278,6.491900581,-2.673594984,13.0939243,17.77830525,10.85833333,7.359242276,10.24366335,6.402032391,10.64883901,3.279926634,-11.44946461,4.105468059,6.923905037,21.27603201,15.41990737,19.35849465,29.70597151,39.33161954,27.60818517,20.58359621,20.55900734,10.6343382,8.670957197,13.70772152,14.17328042,9.853443781,39.28144555,22.81171126,15.72864619,13.06571209,8.528784648,15.51967613,-0.014636278,5.696511023,8.411071041,6.279665496,5.853472722,4.566173531,
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,3.387978142,1.797040168,3.842159918,5.228398333,3.908895696,4.687142749,8.976412347,9.285857439,4.511278195,7.015803942,6.403413288,8.650832347,7.006859414,5.291666667,8.682231896,15.78794058,16.94968553,28.97015327,34.23400884,22.94980119,22.45105345,18.86639004,28.30287036,23.42814371,18.31412978,14.17506692,10.03092578,9.780586324,9.156272293,5.261540654,4.648457584,6.779959775,3.550808314,3.878312373,7.935008875,6.066157153,4.209189843,4.881345076,3.957267231,5.705829342,1.725839487,-0.238018573,
Indonesia,IDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,13.69193154,131.3978495,145.9107807,108.994709,306.7631103,1136.254112,106,128.8430421,15.52059395,12.34889059,4.358485426,6.51265988,31.03786301,40.60220684,19.05426975,19.85922574,11.0365399,8.109469443,16.26028886,18.0171508,12.24437573,9.481448411,11.78728998,10.4555227,4.72939738,5.827196941,9.275490958,8.043166094,6.417660784,7.812677403,9.416131453,7.52573572,9.687785514,8.518497243,9.432054587,7.968480169,6.229896168,58.38708718,20.48911753,3.720024005,11.50209251,11.87875643,6.585719187,6.243520926,10.45195661,13.10941528,6.407448459,9.776585195,4.813524326,5.1327549,5.357499604,4.279511959,6.413386778,6.394925408,
Isle of Man,IMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,1.752021563,3.57615894,2.941176471,13.35403727,9.479452055,10.81081081,13.0532972,2.996404315,0.574712644,5.095238095,3.081105573,6.461538462,16.92815855,28.60169492,5.738605162,-7.63438068,8.321619342,2.517518817,6.253164557,11.3652609,13.11510484,7.887270664,11.86886396,8.32157969,5.555555556,8.730811404,8.798689021,9.384775808,3.26256011,8.971233545,13.87024609,11.78781925,6.362038664,10.21150033,10.22488756,8.977149075,7.16425362,13.2308409,4.669821024,4.009433962,3.684807256,4.392199745,3.805865922,3.76723848,4.246353323,6.145522388,6.369996746,8.351816444,10.87739112,11.99229692,8.857845297,9.312445605,10.90764331,6.353194544,
Not classified,INX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
